         88806525 function calls (86741999 primitive calls) in 61.441 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:343(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:480(iscode)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:593(set_top)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:314(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:676(set_text_h_align)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/css.py:19(_side_expander)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5899(_write_page_setup)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:1492(check_below_min_count)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:166(__setitem__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:7802(_write_ignored_errors)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:97(_set_style_properties)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_util.py:223(validate_freeze_panes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1600(_prepare_metadata)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:502(set_bottom)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:541(set_left)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:108(index)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6576(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1988(_fpclose)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:680(set_text_v_align)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:639(is_truncated_vertically)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6813(_write_legacy_drawing_hf)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6800(_write_legacy_drawing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1895(__init__)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6826(_write_picture)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:567(set_right)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:1888(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:558(_write_chartsheet_rels_files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:57(ExcelCell)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:121(_add_shared_strings)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1417(_get_sheet_name)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6784(_write_drawings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1466(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:837(_get_protection_properties)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1868(__del__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/concurrent/futures/_base.py:643(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:621(_add_image_files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:4301(_validate_can_reindex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:177(_write_cp_category)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/relationships.py:65(_add_package_relationship)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1127(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:78(CssExcelCell)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:672(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/util/_decorators.py:371(doc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2381(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:755(_adjust_max_rows)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_util.py:90(get_writer)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1775(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:345(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_sanity_check)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:338(_write_metadata_file)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:238(_should_parse_dates)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:403(ix)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:213(mgr_locs)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:666(_add_vba_project)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:183(_write_hyperlink_base)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:129(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:213(_join)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:168(_write_manager)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:196(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1765(_write_file_sharing)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:141(_write_dc_title)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:226(_write_drawing_files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:186(_write_cp_content_status)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:159(_write_cp_keywords)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:664(set_xf_index)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:131(_add_image_types)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:724(_write_colors)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1858(_write_defined_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:834(_check_data_length)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:68(_set_properties)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:130(_write_num_fmts)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:150(_write_dc_subject)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:160(_get_strings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:109(_set_tmpdir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:187(set_underline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:54(_set_properties)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:714(set_theme)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:1034(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1505(_extract_named_ranges)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:168(_write_dc_description)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/_distutils_hack/__init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:113(_set_in_memory)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)


